Provider	Marketplace Page	Logo	Tagline
CustomWeather	https://marketplace.databricks.com/provider/95eec230-9750-4024-ba0a-3be80552c08f/CustomWeather	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_95eec230-9750-4024-ba0a-3be80552c08f/50de9f6a-de39-4a56-be64-95837e7c7265?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=28c0788b08f457e70402cd13c7dbf181acf67ac11af204821fdae07d828e0c45	Hyperlocal, high-resolution forecasts up to 100m. Historical data, maps, forecasts, tracking & alerts. Global coverage. Top companies from around the world rely on the accuracy and timeliness of CustomWeather’s forecasts to support business decisions. CustomWeather offers exclusive, customized solutions with boutique-level customer service for utilities, media, business, and government institutions that seek only the highest quality data and services. CustomWeather’s pinpoint weather data, including many lesser-known and unique variables, for millions of locations worldwide, in 200+ countries and in over 85 languages, is an unmatched weather service for forward-thinking enterprises. In addition to real-time and forecasted weather data, CustomWeather maintains a unique and powerful historical data trove dating back 50+ years that empowers clients to train their own internal AI models for business forecasting and analytics.
Databricks	https://marketplace.databricks.com/provider/ea1e69ff-0127-4c94-bf39-e841fe1d19d2/Databricks	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_ea1e69ff-0127-4c94-bf39-e841fe1d19d2/be273e7b-3499-464d-8905-9ecb82cb5801?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=dca04d14482edd948424b28a94cee081bb0e4756d390c0dc1179fd8bc76ecdb0	As the world’s first lakehouse platform in the cloud, Databricks combines the best elements of data lakes and data warehouses to deliver the reliability, strong governance, and performance of data warehouses with the openness, flexibility, and machine learning support of data lakes. We are a cross-cloud platform that works across AWS, Azure, and Google. This unified approach simplifies your modern data stack by eliminating the data silos that traditionally separate and complicate data engineering, analytics, BI, data science and machine learning. It’s built on open source and open standards to maximize flexibility. And, its common approach to data management, security and governance helps companies operate more efficiently and innovate faster.
Datastream Group	https://marketplace.databricks.com/provider/73ef487f-cdea-49bf-82e6-7bf62a89faf8/Datastream-Group	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_73ef487f-cdea-49bf-82e6-7bf62a89faf8/49256422-f1ff-49b9-b669-7ec79cee874e?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=09a047112fcb80765b8a622fa89473dfcc68610c6380867e28aaa7b29fbecea6	Datastream Group. is a 21 year old Data and Media Delivery company in Naples, FL We have a unique Consumer Database with over 250 million combined Opt-in email with over 400 consumer demographic selections. Our data is verified against 42 different sources and hygiened monthly. Datastream has the ability to pair this data with Online Consumer Digital data and Mobile device ID data for programmatic display and email advertising.
Datavant	https://marketplace.databricks.com/provider/e315dc06-06f9-469a-8a30-eda793e11ddf/Datavant	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_e315dc06-06f9-469a-8a30-eda793e11ddf/69aca52e-3d8f-42d6-8931-894693de5abe?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=b323577b21c2f8b865c67ec8b480f5b44a02d247f2f8923f8645ddd20ac23b20	Datavant’s mission is to connect the world’s health data to improve patient outcomes. Datavant works to reduce the friction of data sharing across the healthcare industry by building technology that protects the privacy of patients while supporting the linkage of patient health records across datasets. Datavant enables the ability to monitor requests for access to data, tightly control permissions, and leverage rapid, trusted HIPAA compliance offerings to accelerate innovations that benefit patients. Work with Datavant for an end-to-end health data connectivity solution to help you connect health data, control access to it and comply with privacy regulations. Learn more about Datavant at www.datavant.com.
Definitive Healthcare	https://marketplace.databricks.com/provider/27db679d-6390-4f58-bb6f-375540b0eb82/Definitive-Healthcare	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_27db679d-6390-4f58-bb6f-375540b0eb82/e1cc6457-2e68-44ef-91a5-52e79e6018e6?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f8fd91729db091d78ffbf12e8d5e140bbb08a6c829aa008ca3ac83e44c3ae85a	At Definitive Healthcare, our passion is to transform data, analytics, and expertise into healthcare commercial intelligence. We help clients uncover the right markets, opportunities, and people, so they can shape tomorrow’s healthcare industry. Our SaaS platform creates new paths to commercial success in the healthcare market, so companies can identify where to go next.
Deutsche Boerse - Market Data and Services	https://marketplace.databricks.com/provider/4355d7a5-04ac-4a08-8cdd-418367a0de78/Deutsche-Boerse-Market-Data-and-Services	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_4355d7a5-04ac-4a08-8cdd-418367a0de78/c5ecf547-bd2f-42fe-8b4e-e0448cc9fb09?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=de1248c09f217953b88a2272b2126bc057ec45d795cd052a4248074f5439eaf5	Market Data + Services provides financial market participants around the world with proprietary market data from Deutsche Börse Group's Xetra and Eurex trading platforms, as well as data from our cooperation partners. Our clients include analysts, algo traders, banks, hedge funds, asset managers, mid- and back-office professionals and vendors who rely on high-quality, reliable information to make investment and trading decisions, manage risk, safeguard assets and meet increasing regulatory requirements.​​​​​​​Our product portfolio includes real-time market data, index data from the DAX and STOXX indices, as well as reference data and historical data. In addition, we use the highly granular market data from Eurex and Xetra to develop meaningful analytics that help our clients optimise their trading strategies. Our growing offering includes the cloud-based analytics platform A7 or tools such as Xetra and Eurex Flow Insights, which can be obtained directly from our Data Shop.
Divirod Inc.	https://marketplace.databricks.com/provider/2f77b6ac-b23d-481b-9453-7bfa7f8c2128/Divirod-Inc	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_2f77b6ac-b23d-481b-9453-7bfa7f8c2128/87e07da5-6e26-4be5-a857-925238a437f9?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a7af42e86e98d377384107b6af3baa0ece34de172188d5742c6c4fd77091b7c8	Divirod is digitizing the measurement and monitoring of water and water risk with an end-to-end solution that is cost effective and easy to deploy. The accuracy and fidelity of the data provides end-users with meaningful insights, equipping them to make more informed decisions that help conserve water resources, protect properties, support healthy ecosystems and save lives.
DrivenIQ	https://marketplace.databricks.com/provider/b5ce6ed2-bd5d-4c82-a67f-00a3abce846d/DrivenIQ	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_b5ce6ed2-bd5d-4c82-a67f-00a3abce846d/85e008f1-867a-4c5d-a163-5dea212d02e4?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=ca22b62ec1a96e307e1c70797157300d6743505dc317563c2e5ae2b20ddfa392	DrivenIQ is an omni-data DaaS (Data-as-a-Service) tech company and Audience Management Platform (AMP) that specializes in 1st-party data, data modeling, and data solutions to help businesses best connect with their ideal customers. We offer a variety of services, including website traffic, consumer analytics and data visualization, geo-zoning audience technologies, data identity resolution, data management appending, data-first social media solutions, VisitIQ™, a caller ID solution for websites, DrivenIQ Identity Graph and DriveBidTM, a live vehicle trade-in marketplace. Founded by Albert Thompson, a digital advertising expert and former car dealer, DrivenIQ is known for its automotive industry data solutions, although it helps small, medium, and large businesses across various industries.
Engine	https://marketplace.databricks.com/provider/f0b27b03-a28b-4654-80c1-3348b4c266fc/Engine	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_f0b27b03-a28b-4654-80c1-3348b4c266fc/6c1615cb-2751-4028-9ff5-49810cac3af3?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=104c3c38a6c90662224e7c919142b3cfc935a89db64594bab4961a143d661d30	Engine is a leading omni-analytics and data science company combining unparalleled access to your CPG and Retail data with machine learning, artificial intelligence, and data visualization. Drive insights at scale with our intelligent data platform and suite of SaaS solutions designed to accelerate your data journey. Unparalleled tools. Fanatic customer service. Engine | Quality. Reliability. Speed.
Epsilon	https://marketplace.databricks.com/provider/440f8e46-8d04-42dd-84fd-b07de250fe58/Epsilon	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_440f8e46-8d04-42dd-84fd-b07de250fe58/ebff77b8-9cb0-423f-8732-8e35ea13fde3?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a6bb0f7bf6f3420528e9cd7c5e5ee459df294d5b9546fdc9552ddce2d015c53a	We create data-driven, enriched customer experiences focused on real people. Our identity-based solutions and comprehensive consumer views help brands deliver 1:1 personalization, customer value and business growth—all at massive scale.
